patent_title,patent_number,patent_type,patent_date,patent_abstract,patent_firstnamed_assignee_id,patent_firstnamed_assignee_country,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_assignee_city,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_firstnamed_inventor_city,patent_firstnamed_inventor_country,patent_firstnamed_inventor_id,assignee_key_id,assignee_organization,assignee_type,assignee_total_num_patents
"System for a single point plug-in, connection of any combination of electric energy supply sources combined with smart load management and control of both supply and consumption of electric energy by a home or small business",8700224,utility,2014-04-15,"A standardized system, method and apparatus for connection of any combination of electric energy supply source including the Utility Power Grid, Auxiliary Generator, Wind Turbine, Fuel Cell, Storage Battery, Solar Panel Array, and an Electric Car which are collectively aggregated to feed into the main Service Panel of the Home or Small Business through a single plug-in connection to the Home or Small Business's electrical service entrance and provide for collective operational monitoring and management through an IP Networked Communication Link, commonly referred to as IP Networked Communication across the Internet, thereby providing bidirectional communication and control between the GTC and the Smart Load Management functionality resident on the Internet Cloud.",org_2Ik72Xg3Pjb8VivACGY2,US,47.5289,-121.824,Snoqualmie,44.9133,-93.5031,Minnetonka,US,8581450-1,org_2Ik72Xg3Pjb8VivACGY2,Renewable Energy Technology Group (RETG),2.0,2.0
Self-contained water generation system,8584475,utility,2013-11-19,"A self-contained water generation system is disclosed. The present system allows for the generation of water using only wind power and standard air conditioning components. A wind turbine drives, directly or indirectly, a compressor that compresses refrigerant and provides the refrigerant to a condenser and evaporator. During the evaporation of the refrigerant, water is condensed and collected for use. The components of the water generation system may be configured in a housing and movably mounted atop a column so that the housing can rotate about the column, allowing the wind turbine maximize the use of wind forces.",per_odaYBe8WZaWcnIWYKy3d,US,33.7489,-84.3881,Atlanta,33.7489,-84.3881,Atlanta,US,8584475-1,per_odaYBe8WZaWcnIWYKy3d,,4.0,1.0
Rimmed turbine,8598731,utility,2013-12-03,"A wind power extraction device has a rotor with a hub and a rim coupled to the hub through a plurality of blades. The blades rotate the rotor about an axis of rotation passing through the hub in response to a wind moving generally parallel to the axis of rotation. A mount coupled to the rotor extends and retracts the rotor between a first configuration aligning the rotor axis of rotation substantially horizontally, and a second configuration aligning the rotor axis of rotation substantially vertically. The device may have components of an electric generator mounted in or near the rim.",org_AP6bXrjdJG0bea4qACWY,US,21.3069,-157.858,Honolulu,21.3069,-157.858,Honolulu,US,4531727-1,org_AP6bXrjdJG0bea4qACWY,"Natural Power Concepts, Inc.",2.0,10.0
Vertical axis wind turbine,8602719,utility,2013-12-10,A vertical axis wind turbine having a plurality of upright airfoils pivotally engaged. A continuous adjustment of the angle of attack of the airfoils to oncoming wind is provided by rotation of a control plate connected to the vanes which are mounted upon a rotating drive plate. A vane can be employed to rotate the control plate to affect the continuous adjustment of the airfoils.,org_yi3QeXGx5Oucg7CLYVdD,US,44.9133,-93.5031,Minnetonka,33.1433,-117.165,San Marcos,US,8072086-1,org_yi3QeXGx5Oucg7CLYVdD,AF Energy Corporation,2.0,1.0
Wind power turbine combining a cross-flow rotor and a magnus rotor,8618690,utility,2013-12-31,"A wind power hybrid rotor of a wind power plant for converting wind energy into drive energy is provided. For a utilization of the wind energy in a manner as efficient as possible, a wind power hybrid rotor is provided with a cross-flow rotor, a guide device and a Magnus rotor. The cross-flow rotor is supported so as to be rotatable about a rotational axis and has a plurality of axially extending rotor blades. The guide device has a housing segment partially enclosing the cross-flow rotor in the circumferential direction in such a manner that the cross-flow rotor can be driven by inflowing wind. The Magnus rotor axis is arranged within the cross-flow rotor, and the Magnus rotor axis extends in the direction of the rotational axis. The Magnus rotor has a closed lateral surface and is rotatably driven about the Magnus rotor axis by a drive device.",org_lDihuxQeF2YuNqrjrufc,DE,48.0667,11.6833,Ottobrunn,48.7167,11.5,Manching,DE,6931368-1,org_lDihuxQeF2YuNqrjrufc,EADS Deutschland GmbH,3.0,345.0
Energy efficient garage,8650814,utility,2014-02-18,A multi-storied garage having an energy efficient ventilation system that incorporates a unique window array and vertically mounted energy producing wind turbines located in a corner of the garage structure that would otherwise be unusable for vehicle parking.,org_hLmNBUOE3qSiPhejOvOg,US,41.85,-87.65,Chicago,41.85,-87.65,Chicago,US,8650814-1,org_hLmNBUOE3qSiPhejOvOg,"Greenway Self Park, LLC",2.0,1.0
Interlocking shape for use in construction members,8661765,utility,2014-03-04,"Interlocking support posts form an interlocking rack system which may have a single mold which provides both a male and a female joinder member. Between the support posts can be mounted panels such as solar panels. Under the support posts can be installed a roof stand off assembly which prevents water from weakening the roof. Various combinations of construction members offer a cost effective building block array of mounting panels, wind turbines, and any appliance on a roof and/or anywhere in a building. A two recess mounting bracket is ideally suited to mount solar panels on a roof. A lower recess can be fastened to a bolt anchor on the roof. The opposing recess can secure a mounting clip which attaches directly to the solar panel. Identical support posts can interlock. Various embodiments include conduit clasps, slider tracks, mounts for cabinets, sign posts, and thru roof screwed anchors.",org_3kKbsi3NFdk6YVLLg4er,US,39.9936,-105.089,Lafayette,39.9936,-105.089,Lafayette,US,5807414-1,org_3kKbsi3NFdk6YVLLg4er,"D Three Enterprises, LLC",2.0,18.0
Interlocking shape for use in construction members,8869490,utility,2014-10-28,"Interlocking support posts form an interlocking rack system which may have a single mold which provides both a male and a female joinder member. Between the support posts can be mounted panels such as solar panels. Under the support posts can be installed a roof stand off assembly which prevents water from weakening the roof. Various combinations of construction members offer a cost effective building block array of mounting panels, wind turbines, and any appliance on a roof and/or anywhere in a building. A two recess mounting bracket is ideally suited to mount solar panels on a roof. A lower recess can be fastened to a bolt anchor on the roof. The opposing recess can secure a mounting clip which attaches directly to the solar panel. Identical support posts can interlock. Various embodiments include conduit clasps, slider tracks, mounts for cabinets, sign posts, and thru roof screwed anchors.",org_3kKbsi3NFdk6YVLLg4er,US,39.9936,-105.089,Lafayette,39.9936,-105.089,Lafayette,US,5807414-1,org_3kKbsi3NFdk6YVLLg4er,"D Three Enterprises, LLC",2.0,18.0
Turbine with turbulence inducing surface,8662854,utility,2014-03-04,"The disclosed embodiments relate to turbulence inducing mechanisms applied to portions of wind turbine blades and methods for increased power production using turbulence inducing mechanisms. Embodiments provide methods and mechanisms for increasing the range of optimal wind performance for wind turbines and provide for increasing the maximum energy producing capacity of wind turbines at a given wind speed. Some embodiments have a rotor blade that includes a capture side and a drag side. The blade also includes a film disposed over at least a portion of only the drag side of the blade. The film comprises a conformable sheet material with a plurality of perforations therethrough which are configured to induce turbulence on a fluid flowing thereover. The turbulence inducing film reduces the drag of the blade and consequently increases the blade's rotational speed at a given wind speed, which increases the turbine's power production and optimal performance range.",org_NGOR7Pnc0wIGYYFroJfR,US,32.7833,-96.8,Dallas,32.7833,-96.8,Dallas,US,7810867-1,org_NGOR7Pnc0wIGYYFroJfR,"Fastskinz, Inc.",2.0,5.0
On-demand generation of electricity from stored wind energy,8664793,utility,2014-03-04,"The disclosed embodiments provide a system that generates electricity. During operation, the system uses a set of rotating blades to convert rotational energy from a wind turbine into heat in a low-heat-capacity fluid. Next, the system selectively transfers the heat from the low-heat-capacity fluid to a working fluid. Finally, the system uses the transferred heat in the working fluid to generate electricity.",org_XNdUWqQ90RE28ynP4A7i,US,37.3231,-122.031,Cupertino,37.3394,-121.89399999999999,San Jose,US,7033685-1,org_XNdUWqQ90RE28ynP4A7i,Apple Inc.,2.0,19670.0
Stay cable for structures,8667766,utility,2014-03-11,A mast is erected to support a load. At least one stay cable supports the mast. The stay cable is oriented to the mast within a radial distance of the blade from the mast. The stay cable is stressed to support the mast while the wind drives the blade without collision of the stay cable.,org_Z7a5SrPdd2Pqod23VCAh,US,36.1539,-95.9925,Tulsa,35.7478,-95.3694,Muskogee,US,8464497-1,org_Z7a5SrPdd2Pqod23VCAh,"Ultimate Strength Cable, LLC",2.0,8.0
Stay cables for structures,9458642,utility,2016-10-04,A mast is erected to support a load. At least one stay cable supports the mast. The stay cable is oriented to the mast within a radial distance of the blade from the mast. The stay cable is stressed to support the mast while the wind drives the blade without collision of the stay cable.,org_Z7a5SrPdd2Pqod23VCAh,US,36.1539,-95.9925,Tulsa,35.7478,-95.3694,Muskogee,US,8464497-1,org_Z7a5SrPdd2Pqod23VCAh,"Ultimate Strength Cable, LLC",2.0,8.0
Wind power system,8698340,utility,2014-04-15,"A wind power generation system is presented that includes a number of wind power generation units on the supporting tower, each wind power generation unit is formed by one vertical axis wind rotor and one or more power generation unit(s). The rotation shaft of the wind rotor is coupled with the rotor shaft of the single generator set through a connector, or the rotation shaft of the wind rotor is connected with the rotor shafts of multiple generator sets through a transmission mechanism. A helical vertical axis wind rotor and a lineal vertical axis wind rotor constructed by a drag type blade and a lift type blade is incorporated having a disassembling and splicing design. With this configuration, the number of the generator sets connected to the single wind rotor in the power generation unit may be adjusted in real time in accordance to different conditions.",org_qJkIWeKtnnzQdfzaoQFl,CN,34.4333,118.617,Jiangsu,24.045,117.863,Nanjing,CN,8698340-1,org_qJkIWeKtnnzQdfzaoQFl,"Nanjing Yuneng Instrument Co., Ltd.",3.0,1.0
Stationary equipment,8698343,utility,2014-04-15,"The present invention aims to provide a stationary equipment installed in a sealed space on a space-saving basis and having a favorable cooling efficiency. The stationary equipment includes an equipment main body containing an iron core, a coil and insulating oil, a hollow pipe connected to the equipment main body to circulate the insulating oil in it and a plurality of hollow corrugated fins disposed on the pipe. The pipe and the corrugated fins are covered with a hood, a duct is connected to the hood and the duct is connected to an elongated cylindrical member vertically disposed on an inner wall of the tower to increase airflow by stack effect to increase a cooling efficiency in a wind power generation device.",org_sVDm9aSI2gE7Twb8LrA6,JP,35.685,139.751,Tokyo,37.95,139.333,Shibata,JP,8698343-1,org_sVDm9aSI2gE7Twb8LrA6,"Hitachi, Ltd.",3.0,43854.0
Downwind type wind turbine having transformer therein and operating method thereof,8716878,utility,2014-05-06,"A downwind type wind turbine having a transformer stored in a support post or in a nacelle includes the nacelle which supports a rotor and stores therein a generator, a support post which supports the nacelle and a main transformer disposed between the generator and an electric power system and the main transformer is stored in the nacelle or in the support post.",org_sVDm9aSI2gE7Twb8LrA6,JP,35.685,139.751,Tokyo,36.0905,140.21,Tsuchiura,JP,5215829-1,org_sVDm9aSI2gE7Twb8LrA6,"Hitachi, Ltd.",3.0,43854.0
"Wind power generator system, and control method for the same",9203334,utility,2015-12-01,"This invention is intended to provide a wind power generator system or method for controlling a wind power generator system, designed to implement switching-initiated smooth energy changeover without leading to a complex system configuration. The method of controlling a wind power generator system according to an aspect of the invention, wherein the generator system includes a wind turbine that uses wind to generate electric power and a control device that controls the wind turbine, is a control method designed so that when the wind turbine is generating power, the turbine drives the control device by use of the turbine-generated power, irrespective of an electric power system state.",org_sVDm9aSI2gE7Twb8LrA6,JP,35.685,139.751,Tokyo,36.3966,140.535,Hitachinaka,JP,4213679-1,org_sVDm9aSI2gE7Twb8LrA6,"Hitachi, Ltd.",3.0,43854.0
Wind-collecting type wind power generating apparatus installed on roadside,8729725,utility,2014-05-20,"Provided is a wind-collecting type wind power generating apparatus installed on a roadside, which performs power generation using traveling wind of vehicles traveling on the road. The wind power generating apparatus includes a power generation main body accommodating a power generator and buried under the ground, a support extending upwardly from the power generation main body, a blade located at the upper end of the support and rotated by wind to drive the power generator, a wind collecting guide surrounding a part of the circumference of the side surface of the blade, rotatably connected to the blade, collecting wind and guiding the wind to the blade, and a cover steering unit protruding from one side of the upper end of the wind collecting guide to rotate the wind collecting guide according to the direction of wind so that a wind inlet is opposite a wind blowing direction.",org_79PuAZAgwAcf2OKHpMTL,KR,37.2845,128.877,Daejeon,37.2845,128.877,Daejeon,KR,8630385-5,org_79PuAZAgwAcf2OKHpMTL,"R&D Project Co., Ltd.",3.0,1.0
Wind turbine assembly with flow regulator,8740544,utility,2014-06-03,"A wind turbine assembly including an elongate generally cylindrical rotor operable to rotate about an axis, an elongate rotor housing that houses the rotor and which is adapted to be secured to a roof, and a flow regulator adapted to regulate wind flow to the rotor, wherein the flow regulator is orientatable in an open orientation, a closed orientation and a partially open orientation.",org_LRUWMnxU6k8Uicj3q1Fq,GB,54.0,-1.4667,Knaresborough,54.4867,-0.6306,Whitby,GB,7043635-1,org_LRUWMnxU6k8Uicj3q1Fq,The Power Collective Ltd,3.0,2.0
Wind turbine assembly,9732728,utility,2017-08-15,"A wind turbine assembly comprising a generally cylindrical wind turbine rotor that is supported by a rotor support and operable to rotate about a rotational axis, the rotor comprising a plurality of aerofoil blades with each aerofoil blade having a leading edge, a trailing edge, a suction surface, a pressure surface, and an aerofoil chord having a chord length between the leading edge and the trailing edge, the aerofoil blades being in a generally cylindrical arrangement around the rotational axis with the leading edges at a larger radial separation from the rotational axis than the trailing edges, and the chords being angled relative to radii through the rotational axis such that the suction surfaces and pressure surfaces respectively face generally outwardly and inwardly from and to the rotational axis, wherein the minimum separation (S) between the leading edge of a first aerofoil and the suction surface of an adjacent aerofoil is less than the chord length (LC), and wherein the location of the maximum thickness of each aerofoil blade (LTmax) along the chord (LC)) is less than 20% of the chord length (L) from the leading edge.",org_LRUWMnxU6k8Uicj3q1Fq,GB,54.4866,-0.6352,"Bleach Garth, Littlebeck, Whitby",54.4867,-0.6306,Whitby,GB,7043635-1,org_LRUWMnxU6k8Uicj3q1Fq,The Power Collective Ltd,3.0,2.0
Wind turbine system and method of operating a wind turbine system,8742610,utility,2014-06-03,"A method of operating a wind turbine system includes: determining, by an industrial process controller, if an actual wind speed value, received from an anemometer, of a wind at a location of the wind turbine system is less than a predetermined minimum wind speed value. If so, then calculating a command speed value that will cause a variable-speed drive to drive the motor/generator and a sail assembly at a speed that the sail assembly would turn if the actual wind speed value was the minimum wind speed value, such that the sail assembly turns and provides a visual effect. If not, then calculating a command speed value based on the actual wind speed value such that the variable-speed drive and the motor/generator will operate in a braking mode to recover a braking energy of a load of the wind on the sail assembly.",org_ASslcQbiCSv9eklDhJHG,US,37.6939,-85.8592,Elizabethtown,41.6217,-83.7117,Holland,US,8742610-1,org_ASslcQbiCSv9eklDhJHG,Wind Energy Corporation,2.0,1.0
Composite wind turbine blade and method for manufacturing same,8753091,utility,2014-06-17,"A wind turbine blade may include a plurality of longitudinal composite members each having a fiber and resin layer around a predetermined cross-sectional shape and each comprising at least one longitudinal outer surface and at least one longitudinal mounting surface, each of the outer surfaces of the plurality of longitudinal composite members corresponding to a different portion of a desired airfoil shape, the plurality of longitudinal composite members assembled such that the outer surfaces of the composite members form at least a majority of the airfoil shape. An outer skin may be provided. The composite members may be made up of transportable segments. A method of assembly may include transporting the segments to a desired location such as an installation site for assembly of the wind turbine blade at the installation site.",org_dvh4inpeMTdd2AbtVHbW,US,39.1619,-84.4569,Cincinnati,39.1619,-84.4569,Cincinnati,US,8753091-1,org_dvh4inpeMTdd2AbtVHbW,"A&P Technology, Inc.",2.0,20.0
Composite wind turbine blade and method for manufacturing same,9169732,utility,2015-10-27,"A wind turbine blade may include a plurality of longitudinal composite members each having a fiber and resin layer around a predetermined cross-sectional shape and each comprising at least one longitudinal outer surface and at least one longitudinal mounting surface, each of the outer surfaces of the plurality of longitudinal composite members corresponding to a different portion of a desired airfoil shape, the plurality of longitudinal composite members assembled such that the outer surfaces of the composite members form at least a majority of the airfoil shape. An outer skin may be provided. The composite members may be made up of transportable segments. A method of assembly may include transporting the segments to a desired location such as an installation site for assembly of the wind turbine blade at the installation site.",org_dvh4inpeMTdd2AbtVHbW,US,39.1619,-84.4569,Cincinnati,39.1619,-84.4569,Cincinnati,US,8753091-1,org_dvh4inpeMTdd2AbtVHbW,"A&P Technology, Inc.",2.0,20.0
Linear wind powered electrical generator,8754541,utility,2014-06-17,"An energy generation system includes an inner tower, an outer tower and a plurality of wind turbines. The outer shell defines a wind or fluid amplifying surface. The plurality of wind turbines is carried by the outer shell and disposed relative to the wind amplifying surface to harness wind deflected by the wind amplifying surface.",org_z8VqRe7eZ1wsZ59RTiqJ,CA,52.6,10.95,Lac Brome,52.6,10.95,Lac Brome,CA,8754541-1,org_z8VqRe7eZ1wsZ59RTiqJ,Design Protom Inc.,3.0,1.0
Vertical wind turbine generator with ventilator,8772959,utility,2014-07-08,"A Vertical Wind Turbine Generator with Ventilator is consisted of three components: a vertical wind turbine assembly, a ventilator, and a generator. This device can be installed on roof opening, or any other locations for power generation and ventilation. The power generation is coaxially connected to, and housed within, the ventilator, which is further connected with the wind turbine assembly. When the wind-turbines assembly is rotated as driven by wind, the ventilator and the power generator will be driven by the wind turbine assembly to exhausts hot air and generate power simultaneously.",per_UNSSSKChveMff6ukpd8X,TW,22.6273,120.301,Kaohsiung,22.6273,120.301,Kaohsiung,TW,8031559-1,per_UNSSSKChveMff6ukpd8X,,5.0,1.0
Low-profile power-generating wind turbine,8791588,utility,2014-07-29,"A wind turbine is disclosed which uses energy in air moving relatively toward the turbine to focus and increase the velocity of air entering a turbine inlet air flow passage. The inlet flow passage discharges focused and accelerated air to blades of a rotor where the blades interact with that air to turn the rotor. Rotor motion can be used to operate an electrical generator. The plane of rotation of the rotor can be at substantially right angles to the plane of the passage inlet opening. Baffles in the flow passage and stator vanes adjacent the rotor blades cause the mass flow of the accelerated air to be substantially uniform, and desirably directed, throughout the rotor's blade area. The turbine is compact and operates quietly.",org_Kmj7K0gWeTW0QThZBqWP,US,33.8303,-116.544,Palm Springs,33.8303,-116.544,Palm Springs,US,8791588-1,org_Kmj7K0gWeTW0QThZBqWP,"WATTENBERG INDUSTRIES, LLC",2.0,2.0
Low-profile power-generating wind turbine,9670899,utility,2017-06-06,"A wind turbine is disclosed which uses energy in air moving relatively toward the turbine to focus and increase the velocity of air entering a turbine inlet air flow passage. The inlet flow passage discharges focused and accelerated air to blades of a rotor where the blades interact with that air to turn the rotor. Rotor motion can be used to operate an electrical generator. The plane of rotation of the rotor can be at substantially right angles to the plane of the passage inlet opening. Baffles in the flow passage and stator vanes adjacent the rotor blades cause the mass flow of the accelerated air to be substantially uniform, and desirably directed, throughout the rotor's blade area. The turbine is compact and operates quietly.",org_Kmj7K0gWeTW0QThZBqWP,US,33.8303,-116.544,Palm Springs,33.8303,-116.544,Palm Springs,US,8791588-1,org_Kmj7K0gWeTW0QThZBqWP,"WATTENBERG INDUSTRIES, LLC",2.0,2.0
System and method for creating a networked infrastructure distribution platform of small fixed and vehicle based wind energy gathering devices along roadways,8791596,utility,2014-07-29,"A roadway system for energy generation and distribution is presented. In accordance with one embodiment of the invention, the roadway system comprises a plurality of wind energy generating devices, and a roadway system electricity grid. The wind energy generating devices are electrically connected to the roadway system electricity grid and are positioned on part of or near to a road in a system of roads and are optionally fixed in a position such that a multi-form, wind energy gathering network can be formed.",org_ZZjhS4NqXdV8D0gTN5nH,US,39.1581,-75.5247,Dover,42.3564,-73.2853,Lenox,US,7085845-3,org_ZZjhS4NqXdV8D0gTN5nH,Glouster Applications L.L.C.,2.0,1.0
Wind energy systems and methods of use,8810057,utility,2014-08-19,"A system for generating electrical power from wind energy includes a wind turbine; a generator configured to generate electrical energy in response to the rotation of the wind turbine; an inertial storage device configured to receive electrical energy from the generator and to store it as kinetic energy; and a continuously-variable transmission configured to be selectively coupled between the wind turbine and the generator, and between the wind turbine and the inertial storage device.",org_HHk2QWVnsvYeR0qgbK2G,US,33.8353,-117.914,Anaheim,33.7445,-118.387,Palos Verdes,US,5474032-1,org_HHk2QWVnsvYeR0qgbK2G,"AeroDynEnergy, Inc.",2.0,3.0
Radar system,8860604,utility,2014-10-14,"A radar system comprising a transmitter to transmit radar signals into a region, a receiver to receive return signals of said radar signals reflected from within the region wherein the transmitter and receiver are adapted for location on a structure at a wind farm, and a processor to process the return signals to extract wind farm associated data for said region.",org_YSga6OyO2HCPv94m5e8x,GB,52.2048,0.1095,Cambridge,52.3333,-0.1833,Huntingdon,GB,5734346-2,org_YSga6OyO2HCPv94m5e8x,Cambridge Consultants Limited,3.0,48.0
"High-efficiency, three-level, single-phase inverter",8867248,utility,2014-10-21,"A highly efficient transformerless inverter and a method of controlling the same. The inverter is designed for use in a distributed power generation system, such as a home having photovoltaic cells (e.g., a solar panel), wind turbines, batteries, and other sources of DC electrical power. The inverter includes four switching states including a positive current path for a positive half-cycle, a free-wheel current path for the positive half-cycle, a negative current path for a negative half-cycle, and a second free-wheel current path for the negative half-cycle. The free-wheel current paths include a reduced number of circuit components (e.g., diodes), which enables a highly efficient inversion of DC power to AC power.",org_ah1ENmF87JB2csPeHqve,US,43.7392,-87.7817,Kohler,43.7508,-87.7144,Sheboygan,US,8867248-1,org_ah1ENmF87JB2csPeHqve,Kohler Co.,2.0,2480.0
Building sunshade with integral electric generator,8884452,utility,2014-11-11,"A sun shade or light guide generates electricity via a wind-driven movable element, such as a turbine, which drives an electrical generator/alternator. The turbine and/or a fan may be interposed between shade elements for driving one or more generators. The generator may be driven directly or may be mechanically coupled to the movable element. Electricity produced by the generator may be stored in a battery and or used immediately.",org_Amr00fF5chBt4ocIy4yv,US,40.4406,-79.9961,Pittsburgh,33.9561,-83.9881,Lawrenceville,US,7843640-1,org_Amr00fF5chBt4ocIy4yv,Alcoa Inc.,2.0,512.0
Fluid current energy capture apparatus and method,8884496,utility,2014-11-11,"One aspect of the present invention involves investigation of the principles and feasibility of the harvesting energy from the wind in constrained spaces, such as around buildings, as an alternative to conventional rotary wind turbines. Some embodiments involve the idea of harvesting energy from wind induced vibration instead of wind driven rotation. Some embodiments are a tree-like generator for wind energy harvesting including multiple vibrating elements. Some embodiments include a “piezo stalk and leaf” as an element of a plant-like generator. In some embodiments, a leaf, made at least in part from piezoelectric type materials is capable of generating electrical power through wind induced vibrations. Some embodiments include a cantilever piezo-electric material containing stalk member that exhibits at least one mode of cantilever motion. Some embodiments include an elongated piezoelectric material containing stalk member (which may or may not qualify as a cantilever), where a pendular member (or leaf member) is mechanically connected to the stalk and extends in a direction substantially non-parallel (for example, perpendicular to) the direction of elongation of the stalk.",org_TQTHD8k2SEGQdcN9QWUa,US,42.4406,-76.4969,Ithaca,42.4406,-76.4969,Ithaca,US,7625198-1,org_TQTHD8k2SEGQdcN9QWUa,Cornell University,2.0,685.0
Wind energy harnessing wall,8890354,utility,2014-11-18,"Technologies are generally described for a wind energy harnessing device. The device may include a tapered hollow tube and an attached curved tube which may be filled with a fluid. A permeable membrane may be inserted into a constricted inner channel of the hollow tube and may be configured to oscillate in response to incoming airflow through the hollow tube. The fluid in the curved tube may be displaced in response to a pressure differential caused by oscillation of the membrane. Conducting coils may be wound around the attached curved tube, and a magnet suspended within the fluid may oscillate with the fluid between the conducting coils, and may generate a magnetic flux which may induce a voltage in the coils. The coils may be connected to an external power grid for converting the induced voltage into usable electrical energy.",org_hOqyr0odp3etiaouq7Q4,US,39.7458,-75.5469,Wilmington,47.7544,-122.162,Woodinville,US,7001678-1,org_hOqyr0odp3etiaouq7Q4,Empire Technology Development LLC,2.0,1823.0
System and methods for wind energy recapture from a non natural wind source,8939724,utility,2015-01-27,The present invention relates to a system and method for harvesting wind energy from air exhausted by other systems. Ventilation and heat exchange systems force air movement using fans. Exhaust airflow may also be the result of a combustion system. The exhaust air is generally wasted as it is diffused back to the atmosphere. Significant energy may be recovered from this exhaust air using relatively small turbines inserted into the airflow. Careful positioning of the turbine maximizes the recovery efficiency.,org_doBFEIglNGWtXuvzv33y,HK,22.2833,114.15,Hong Kong,31.7196,131.062,Miyakonojyo,JP,8939724-1,org_doBFEIglNGWtXuvzv33y,Green Earth Power Company Limited,3.0,1.0
Emergency power supply device,8952661,utility,2015-02-10,An emergency power supply device for a rotor blade adjustment system of a wind turbine is disclosed. The emergency power supply device includes a plurality of electric power accumulators and a plurality of electric charging units. The number of charging units corresponds to the number of electric power accumulators. An electric circuit is operable to electrically couple each of the electric charging units to a plurality of the electric power accumulators and each of the electric power accumulators to a plurality of the charging units.,org_clx3a5gUjnkdh7fNYwNX,DE,52.3333,7.35,Salzbergen,52.5746,8.1369,Holdorf,DE,6921985-5,org_clx3a5gUjnkdh7fNYwNX,SSB Wind Systems GmbH & Co. KG,3.0,26.0
Wind turbine with channels and roof air exhaust,9013054,utility,2015-04-21,"This wind turbine is enclosed in a housing structure with a bell shaped opening and a stack effect created on the roof. One side of the housing, facing the wind, opens up to receive air. The air that enters the housing is divided into multiple chambers. The chambers and turning vanes guide the air directly to the blades and help in minimizing air turbulence. The blades are angled to receive the maximum amount of the air. The air rotates the blades turning the rotor, converting mechanical rotation into electrical power. There is a horizontal rotor attached to vertical shaft which is used to generate electrical energy. The stack effect on the roof creates a negative air flow aiding in turning the rotor.",org_zRBHpSFSLmOV15CXviZb,US,33.9294,-116.976,Beaumont,33.9294,-116.976,Beaumont,US,9013054-1,org_zRBHpSFSLmOV15CXviZb,"BX Power, LLC",2.0,2.0
Wind turbine with channels and roof air exhaust,9593666,utility,2017-03-14,"This wind turbine is enclosed in a housing structure with a bell shaped opening and a stack effect created on the roof. One side of the housing, facing the wind, opens up to receive air. The air that enters the housing is divided into multiple chambers. The chambers and turning vanes guide the air directly to the blades and help in minimizing air turbulence. The blades are angled to receive the maximum amount of the air. The air rotates the blades turning the rotor, converting mechanical rotation into electrical power. There is a horizontal rotor attached to vertical shaft which is used to generate electrical energy. The stack effect on the roof creates a negative air flow aiding in turning the rotor.",org_zRBHpSFSLmOV15CXviZb,US,33.9294,-116.976,Beaumont,33.9294,-116.976,Beaumont,US,9013054-1,org_zRBHpSFSLmOV15CXviZb,"BX Power, LLC",2.0,2.0
Vertical axis wind turbine,9022721,utility,2015-05-05,"A vertical axis wind turbine formed from a concentric arrangement of fixed stator blades to provide fluid flow acceleration into an arrangement of rotatable blades secured to a generator for invoking electrical power generation. The stator blades are maintained in a fixed position by use of an upper and lower stator plate. The rotor blades include an upper and lower plate, the upper plate coupled to the upper stator plate, and the lower rotor plate coupled to the generator. The amount of stator and rotor blades may be scaled in number and size depending upon the type of generator to be driven and associated mechanical energy to be obtained. The stator blades are designed for air deflection in a direction for optimal rotor blade rotation by accelerating air flow into a pre-swirl before the flow contacts the rotor blades. Each stator blade is oriented at a sufficient stagger angle so that an angle of the relative velocity does not exceed the stall angle of said rotor blade.",org_Ked0jYFp7xPsrazT3ogF,US,26.3583,-80.0833,Boca Raton,25.5783,-80.3377,Cutler Bay,US,D616805-1,org_Ked0jYFp7xPsrazT3ogF,"Wind Power Systems, LLC",2.0,1.0
Pitch motor drive circuit which can operate in emergency mode,9024563,utility,2015-05-05,"A pitch drive circuit that operates in an emergency mode, for a wind or water power plant. The circuit has at least one rectifier unit, at least one DC intermediate circuit, two inverter units and a pitch rotary current motor with motor trains that can be contacted on both sides. A first contact side of the motor trains is connected to a first inverter unit and a second contact side of the motor trains is connected to a second inverter unit. At least one switching element is connected to at least one contact side of the motor trains. In a normal operating mode of a first switching state of the switching element the motor trains can be energized via both inverter units, and in an emergency operating mode of a second switching state of the switching element, the motor trains can be energized via a single inverter unit.",org_IzQz4DNhkKotnK7tX7YA,DE,51.5333,7.6833,Unna,51.85,8.3,Rheda-Wiedenbrueck,DE,9024563-1,org_IzQz4DNhkKotnK7tX7YA,LTi REEnergy GmbH,3.0,1.0
Rail mounted wind turbine,9046076,utility,2015-06-02,"A rail mounted wind turbine includes a pivotable housing placed between rails of a rail track. The pivotable housing can move into at least one upward position and at least one downward position and includes a wind turbine. The wind turbine has a blade that moves when a force, such as a wind force, is applied to provide mechanical energy to generate electrical power. An electrical generator communicates with the wind turbine to generate electrical power from the mechanical energy. A controller controls the movement of the pivotable housing into the at least one upward position and the at least one downward position. At least one sensor associated with the rail mounted wind turbine communicates with the controller to provide at least one signal to the controller to indicate a position of a vehicle operating on the rail track in relation to the pivotable housing.",org_qohXV5k1Bb2O0pVLYZcZ,SA,21.4267,39.8261,Makkah,25.8517,43.5222,Al Rass,SA,9046076-1,org_qohXV5k1Bb2O0pVLYZcZ,Umm Al-Qura University,3.0,79.0
